x,y,z
-19.84455825525273,27.16258775111688,9.957347896152942
-19.841288350121935,27.165203490734935,9.95689502891712
-19.83800974236804,27.167807315374326,9.956437794469696
-19.83472243345321,27.170399223926022,9.95597619302333
-19.831426424839947,27.172979215265162,9.955510224788116
-19.82812171795312,27.175547288280615,9.955039889966198
-19.824808314255904,27.178103441815797,9.954565188762542
-19.82148621517386,27.180647674727844,9.954086121374164
-19.818155422132868,27.183179985858036,9.953602687995513
-19.814815936551625,27.185700374037705,9.95311488881741
-19.81146775984154,27.18820883808821,9.952622724027023
-19.80811089340683,27.190705376820976,9.952126193807892
-19.804745338644466,27.193189989037432,9.951625298339916
-19.8013710969442,27.195662673529057,9.951120037799349
-19.797988169688594,27.198123429077366,9.950610412358829
-19.794596558252962,27.200572254453864,9.95009642218733
-19.791196264005436,27.203009148420108,9.949578067450219
-19.787787288306944,27.20543410972765,9.949055348309203
-19.78436963251122,27.20784713711808,9.948528264922375
-19.780943297964786,27.210248229322943,9.947996817444178
-19.77750828600701,27.212637385063832,9.947461006025435
-19.77406459797004,27.215014603052317,9.946920830813324
-19.77061223517886,27.21737988198996,9.946376291951397
-19.767151198951293,27.219733220568315,9.945827389579577
-19.76368149059797,27.22207461746892,9.945274123834144
-19.760203111422374,27.22440407136328,9.944716494847759
-19.756716062720805,27.22672158091289,9.94415450274944
-19.75322034578242,27.229027144769194,9.943588147664585
-19.749715961889226,27.231320761573627,9.943017429714956
-19.746202912316065,27.23360242995755,9.942442349018684
-19.74268119833064,27.235872148542313,9.941862905690273
-19.73915082119353,27.238129915939187,9.941279099840601
-19.735611782158145,27.2403757307494,9.940690931576906
-19.732064082470785,27.242609591564115,9.940098401002805
-19.728507723370612,27.244831496964427,9.939501508218283
-19.724942706089664,27.247041445521365,9.9389002533197
-19.72136903185286,27.24923943579589,9.938294636399787
-19.717786701877998,27.251425466338855,9.93768465754764
-19.71419571737576,27.253599535691045,9.937070316848736
-19.71059607954973,27.255761642383163,9.93645161438492
-19.706987789596376,27.257911784935793,9.935828550234408
-19.703370848705056,27.260049961859416,9.935201124471789
-19.69974525805805,27.262176171654424,9.93456933716803
-19.69611101883052,27.264290412811068,9.933933188390458
-19.69246813219057,27.266392683809514,9.933292678202791
-19.688816599299177,27.268482983119767,9.9326478066651
-19.685156421310257,27.270561309201724,9.931998573833843
-19.681487599370644,27.272627660505137,9.931344979761842
-19.677810134620085,27.274682035469613,9.930687024498296
-19.674124028191276,27.276724432524624,9.930024708088778
-19.67042928120981,27.278754850089463,9.92935803057523
-19.66672589479424,27.280773286573286,9.928686991995967
-19.66301387005606,27.282779740375076,9.928011592385683
-19.659293208099676,27.284774209883643,9.927331831775433
-19.655563910022458,27.286756693477614,9.926647710192652
-19.651825976914726,27.28872718952544,9.925959227661147
-19.64807940985974,27.29068569638537,9.925266384201098
-19.644324209933714,27.29263221240548,9.924569179829051
-19.640560378205834,27.29456673592361,9.92386761455793
-19.63678791573822,27.296489265267414,9.923161688397027
-19.633006823585987,27.29839979875433,9.922451401352005
-19.62921710279719,27.300298334691558,9.921736753424906
-19.625418754412866,27.30218487137609,9.921017744614131
-19.621611779467028,27.304059407094677,9.920294374914462
-19.61779617898665,27.305921940123817,9.919566644317047
-19.613971953991708,27.307772468729766,9.918834552809404
-19.610139105495133,27.30961099116853,9.918098100375419
-19.606297634502855,27.311437505685852,9.917357286995351
-19.60244754201381,27.313252010517218,9.916612112645833
-19.59858882901988,27.315054503887808,9.915862577299853
-19.59472149648343,27.31684498402295,9.915108680922376
-19.59084554542492,27.318623449107537,9.91435042348743
-19.58696097679499,27.320389897345336,9.913587804953176
-19.58306779155752,27.322144326920377,9.912820825278073
-19.579165990669395,27.323886736006383,9.912049484416956
-19.57525557508051,27.32561712276678,9.911273782321024
-19.57133654573376,27.32733548535464,9.910493718937834
-19.56740890356506,27.329041821912742,9.909709294211321
-19.563472649503332,27.330736130573488,9.908920508081776
-19.559527784470514,27.332418409458963,9.908127360485853
-19.555574309381576,27.334088656680887,9.907329851356579
-19.5516122251445,27.335746870340625,9.906527980623332
-19.54764153266029,27.33739304852918,9.905721748211866
-19.54366223282298,27.33902718932716,9.904911154044285
-19.539674326519634,27.34064929080482,9.904096198039062
-19.535677814630354,27.342259351022,9.903276880111028
-19.53167269802826,27.34385736802816,9.902453200171376
-19.52765897757952,27.34544333986235,9.901625158127654
-19.52363665414334,27.347017264553198,9.900792753883774
-19.519605728571957,27.34857914011892,9.899955987340004
-19.515566201710666,27.350128964567315,9.899114858392972
-19.511518074397795,27.35166673589572,9.898269366935656
-19.507461347464726,27.35319245209105,9.897419512857399
-19.503396021735885,27.354706111129765,9.896565296043892
-19.49932209802875,27.356207710977845,9.895706716377184
-19.49523957715386,27.357697249590835,9.894843773735678
-19.49114845991481,27.359174724913775,9.893976467994126
-19.487048747108236,27.360640134881244,9.89310479902364
-19.482940439523848,27.362093477417297,9.892228766691671
-19.47882353794441,27.363534750435523,9.891348370862035
-19.474698043145764,27.364963951838984,9.890463611394885
-19.4705639558968,27.36638107952023,9.889574488146732
-19.46642127695948,27.367786131361274,9.888681000970424
-19.46227000708884,27.369179105233606,9.887783149715167
-19.458110147032983,27.37055999899818,9.886880934226507
-19.453941697533086,27.371928810505377,9.885974354346338
-19.449764659323396,27.37328553759503,9.885063409912894
-19.44557903313125,27.37463017809641,9.884148100760752
-19.441384819677037,27.375962729828196,9.883228426720835
-19.437182019674253,27.377283190598497,9.882304387620408
-19.432970633829456,27.378591558204803,9.881375983283066
-19.428750662842287,27.379887830434022,9.88044321352875
-19.424522107405487,27.381172005062457,9.879506078173742
-19.420284968204868,27.382444079855752,9.878564577030655
-19.416039245919333,27.383704052568955,9.87761870990844
-19.411784941220873,27.384951920946445,9.876668476612377
-19.407522054774574,27.38618768272199,9.87571387694409
-19.4032505872386,27.38741133561865,9.87475491070152
-19.398970539264226,27.388622877348872,9.873791577678961
-19.394681911495795,27.38982230561438,9.872823877667013
-19.39038470457078,27.391009618106235,9.871851810452617
-19.386078919119726,27.3921848125048,9.870875375819042
-19.38176455576627,27.39334788647972,9.869894573545874
-19.377441615127175,27.394498837689945,9.868909403409036
-19.373110097812287,27.395637663783692,9.867919865180767
-19.368770004424544,27.39676436239843,9.86692595862963
-19.364421335560014,27.397878931160903,9.865927683520503
-19.360064091807835,27.3989813676871,9.864925039614597
-19.355698273750274,27.400071669582236,9.863918026669428
-19.351323881962703,27.401149834440762,9.862906644438834
-19.34694091701358,27.402215859846347,9.861890892672971
-19.3425493794645,27.403269743371858,9.860870771118305
-19.338149269870144,27.404311482579363,9.859846279517614
-19.333740588778298,27.40534107502011,9.85881741760999
-19.329323336729885,27.406358518234555,9.857784185130832
-19.324897514258918,27.40736380975228,9.856746581811851
-19.320463121892526,27.408356947092045,9.855704607381064
-19.316020160150956,27.409337927761754,9.854658261562786
-19.311568629547565,27.410306749258453,9.853607544077652
-19.307108530588817,27.411263409068283,9.852552454642575
-19.302639863774303,27.41220790466655,9.851492992970794
-19.298162629596725,27.41314023351762,9.850429158771826
-19.2936768285419,27.414060393074976,9.8493609517515
-19.28918246108877,27.414968380781186,9.848288371611934
-19.28467952770937,27.41586419406787,9.847211418051542
-19.28016802886888,27.41674783035573,9.84613009076503
-19.275647965025588,27.41761928705452,9.845044389443395
-19.271119336630896,27.418478561563013,9.843954313773919
